# Likely CC-terminated encoded text payloads; no TBL applied.
# offset	length	raw bytes	placeholder rendering
0x01CC57	005D	C9 C6 C3 C0 BE BB B8 B6 B3 B1 AE AC AA A7 A5 A3 A1 9F 9D 9B 99 97 95 93 92 90 8F 8D 8C 8A 89 88 87 86 85 84 83 83 82 81 81 81 81 81 81 81 81 81 81 81 81 81 81 81 82 83 83 84 85 86 87 88 89 8A 8C 8D 8F 90 92 93 95 97 99 9B 9D 9F A1 A3 A5 A7 AA AC AE B1 B3 B6 B8 BB BE C0 C3 C6 C9	<C9><C6><C3><C0><BE><BB><B8><B6><B3><B1><AE><AC><AA><A7><A5><A3><A1><9F><9D><9B><99><97><95><93><92><90><8F><8D><8C><8A><89><88><87><86><85><84><83><83><82><81><81><81><81><81><81><81><81><81><81><81><81><81><81><81><82><83><83><84><85><86><87><88><89><8A><8C><8D><8F><90><92><93><95><97><99><9B><9D><9F><A1><A3><A5><A7><AA><AC><AE><B1><B3><B6><B8><BB><BE><C0><C3><C6><C9>
0x08F4AE	002D	67 3D 43 59 46 4A 7D CD 82 34 80 15 47 63 44 4E 00 0D 41 59 48 68 6E 7D C0 D7 80 C2 80 82 7D D4 3E 68 06 68 63 73 5B D5 00 CD 81 CB 81	g=CYFJ}<CD><82>4<80><15>GcDN<00><0D>AYHhn}<C0><D7><80><C2><80><82>}<D4>>h<06>hcs[<D5><00><CD><81><CB><81>
0x0992DC	0100	82 6E 4D CD 3C 5E 4F 81 2A 0A 4E 80 7A 66 4F 3C 0F D1 5E 6E 19 62 20 49 3D 80 7A 3D 0F CD 3B 53 80 46 D4 65 44 44 80 99 D5 50 3D 61 5A 00 3B 63 40 61 CD 66 05 66 05 20 80 99 53 80 46 4A 4B 67 45 61 6E 4D CD 81 FB 40 48 4D 63 68 0D 46 71 0F C9 0A 82 11 3C 60 52 D1 0D 5D 20 3B 53 80 46 50 82 48 61 3D 4E CD 60 42 4D 5B 44 3D 46 14 61 42 C3 02 D4 4E 3C 64 D5 49 3D 06 CD C3 00 80 42 3C 4E 20 80 50 4F 80 27 80 14 80 8C 0D CD C3 02 D4 52 07 5A D5 C3 00 50 45 64 4B 6F 3D 61 46 3C 60 D1 CD 56 6B 68 20 41 67 4C 43 60 3D 6E 4E C0 D7 CD DC 07 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E DC 00 C0 D7 52 6E 7D C9 0A 52 6E 7D C9 0A 52 6E 7D CD 80 26 53 80 52 20 81 41 3C 4D 4A 7D 0F CD 0A 64 40 50 20 80 52 47 4C 5D 62 7D 0F CD 20 49 64 54 20 55 5A 4C 0D 47 CD 20 80 52 46 4A 62 46 4F 3C 60	<82>nM<CD><^O<81>*<0A>N<80>zfO<<0F><D1>^n<19>b I=<80>z=<0F><CD>;S<80>F<D4>eDD<80><99><D5>P=aZ<00>;c@a<CD>f<05>f<05> <80><99>S<80>FJKgEanM<CD><81><FB>@HMch<0D>Fq<0F><C9><0A><82><11><`R<D1><0D>] ;S<80>FP<82>Ha=N<CD>`BM[D=F<14>aB<C3><02><D4>N<d<D5>I=<06><CD><C3><00><80>B<N <80>PO<80>'<80><14><80><8C><0D><CD><C3><02><D4>R<07>Z<D5><C3><00>PEdKo=aF<`<D1><CD>Vkh AgLC`=nN<C0><D7><CD><DC><07>~~~~~~~~~~<DC><00><C0><D7>Rn}<C9><0A>Rn}<C9><0A>Rn}<CD><80>&S<80>R <81>A<MJ}<0F><CD><0A>d@P <80>RGL]b}<0F><CD> IdT UZL<0D>G<CD> <80>RFJbFO<`
0x0995B9	0100	67 82 3A 46 4D 63 68 0A 00 CD 80 54 81 12 6E 4A 6E 4D 0F CD C9 3C 14 6E 40 0A 52 3E 3F 80 01 20 44 53 80 39 80 3A 80 3B 50 54 CD 4B 71 6E 4E 46 4A 20 46 40 43 00 3B 63 53 45 D1 56 4C 3D 06 6F 20 80 54 3E 4F 3C D4 0E 3B D5 5E CD D4 4E 61 6E 1B D5 00 3B 6E 4D 4F CD C3 02 D4 40 5C 64 3F 68 02 61 47 D5 C3 00 6E 4D 53 00 4F 3C 4E CD 49 64 67 20 80 54 63 44 4E 54 0D 41 52 3E 68 0A 08 D1 81 F6 0F 81 F6 54 5D 4B 65 68 80 2D 6E 4D 63 45 CD C9 28 3E 0F C9 14 81 B6 46 3C 0F CD C9 14 57 57 57 20 81 85 53 80 1C 49 68 4F 50 3B 59 42 4F 3C 08 CD 81 3E 4F 61 20 80 4C 80 2F 0D 80 36 50 80 31 64 4F D1 4A 46 40 CD C3 02 80 39 80 3A 80 9F 80 27 80 A0 C3 00 6E 4D 80 3B 0D CD 80 23 6E 4D 63 54 07 0A 08 D1 D3 A6 96 D7 E0 03 C3 02 80 39 80 3A 80 9F 80 27 80 A0 C3 00 54 20 80 CB 80	g<82>:FMch<0A><00><CD><80>T<81><12>nJnM<0F><CD><C9><<14>n@<0A>R>?<80><01> DS<80>9<80>:<80>;PT<CD>KqnNFJ F@C<00>;cSE<D1>VL=<06>o <80>T>O<<D4><0E>;<D5>^<CD><D4>Nan<1B><D5><00>;nMO<CD><C3><02><D4>@\d?h<02>aG<D5><C3><00>nMS<00>O<N<CD>Idg <80>TcDNT<0D>AR>h<0A><08><D1><81><F6><0F><81><F6>T]Keh<80>-nMcE<CD><C9>(><0F><C9><14><81><B6>F<<0F><CD><C9><14>WWW <81><85>S<80><1C>IhOP;YBO<<08><CD><81>>Oa <80>L<80>/<0D><80>6P<80>1dO<D1>JF@<CD><C3><02><80>9<80>:<80><9F><80>'<80><A0><C3><00>nM<80>;<0D><CD><80>#nMcT<07><0A><08><D1><D3><A6><96><D7><E0><03><C3><02><80>9<80>:<80><9F><80>'<80><A0><C3><00>T <80><CB><80>
0x099AD9	0046	D0 49 64 54 20 60 40 6E 4A 08 7D CD 80 46 80 36 00 82 0A 62 4F 42 4D 20 81 37 6E 4D 4A 68 0A 60 CD C3 02 80 39 80 3A 80 9F 80 27 80 A0 50 20 80 45 80 01 67 CD 4E 0E 43 4D 42 64 52 3E 40 3C 0F D1 C3 00 80 CB 80	<D0>IdT `@nJ<08>}<CD><80>F<80>6<00><82><0A>bOBM <81>7nMJh<0A>`<CD><C3><02><80>9<80>:<80><9F><80>'<80><A0>P <80>E<80><01>g<CD>N<0E>CMBdR>@<<0F><D1><C3><00><80><CB><80>
0x099B20	0082	53 80 45 80 01 0A 6E 4D 81 10 3E 14 CD 80 9F 43 4D 42 64 63 40 61 60 CD 66 62 3C 4F 20 4A 53 68 0A 08 7D CD C9 14 3B 3B 20 3C 49 00 46 3C 3C 49 00 46 3C 7D C0 D0 4D 5E 68 0D 3C 6E 7D CD 81 1D 80 F1 53 20 81 35 3C 5D 68 54 47 02 50 CD 3C 49 00 46 3C 0D 20 50 03 5E 00 63 7D CD 06 6F 59 0A 06 6F 59 0A 20 80 45 4D 3C 41 4F 6E 7D C0 D7 C3 02 80 39 80 3A 80 9F 80 27 80 A0 C3 00 54 20 80 CB 80	S<80>E<80><01><0A>nM<81><10>><14><CD><80><9F>CMBdc@a`<CD>fb<O JSh<0A><08>}<CD><C9><14>;; <I<00>F<<I<00>F<}<C0><D0>M^h<0D><n}<CD><81><1D><80><F1>S <81>5<]hTG<02>P<CD><I<00>F<<0D> P<03>^<00>c}<CD><06>oY<0A><06>oY<0A> <80>EM<AOn}<C0><D7><C3><02><80>9<80>:<80><9F><80>'<80><A0><C3><00>T <80><CB><80>
0x099CD7	003D	53 80 45 80 01 53 80 46 0F CD 3E 0F 4B 00 3D 53 CD 06 6F 3B 20 80 EF 6E 4A 80 EF 6E 4A 7D CD 80 79 81 36 81 26 53 80 F9 80 31 62 54 20 3F 44 4E 66 62 0A 60 1F C0 D7 0A 64 0F 80 CB 80	S<80>E<80><01>S<80>F<0F><CD>><0F>K<00>=S<CD><06>o; <80><EF>nJ<80><EF>nJ}<CD><80>y<81>6<81>&S<80><F9><80>1bT ?DNfb<0A>`<1F><C0><D7><0A>d<0F><80><CB><80>
0x099D15	002F	53 80 45 80 01 53 80 46 0F CD 3B 3B 60 40 6E 4A 20 3F 82 4A 1C 44 1C 44 0A 60 CD 45 3B 20 80 31 6E 4D 80 31 6E 4D 7D C0 D7 0A 64 0F 80 CB 80	S<80>E<80><01>S<80>F<0F><CD>;;`@nJ ?<82>J<1C>D<1C>D<0A>`<CD>E; <80>1nM<80>1nM}<C0><D7><0A>d<0F><80><CB><80>
0x099E70	00D0	02 44 02 22 84 9E 02 CB 02 64 10 76 9E 02 80 14 02 97 80 F2 02 1D 96 9E 02 22 8D 9E 6B 02 1D EF 9E 02 22 84 9E 6B D7 80 26 54 20 3F 4D 04 65 D4 45 3C 07 D5 53 CD C3 02 80 46 81 2B 67 D4 52 07 5A D5 50 47 63 D4 64 73 05 73 D5 C3 00 67 CD 80 23 61 45 64 4D 3C 63 68 0A 7E 7E 7E CD 80 50 4F 5D 68 14 6E 40 0D 20 3C 5E 50 4F 63 60 D1 CD 81 3A 46 20 4D 51 41 46 4B 6F 3F 3D 40 4F 1F C0 D7 3F D4 56 65 D5 50 74 73 80 59 5D 80 31 6E 4D 4F 3C 46 CD 42 4C 80 A5 5D 20 42 45 42 4F 6E 4D 41 4A 46 7E 7E 7E CD C9 1E 4A 59 50 54 20 3F 3D 4B 53 D4 17 6E 0E D5 0D CD 5F 6E 42 62 20 52 4A 3C 60 7E 7E 7E 1F C0 02 00 69 00 01 02 22 70 9F 02	<02>D<02>"<84><9E><02><CB><02>d<10>v<9E><02><80><14><02><97><80><F2><02><1D><96><9E><02>"<8D><9E>k<02><1D><EF><9E><02>"<84><9E>k<D7><80>&T ?M<04>e<D4>E<<07><D5>S<CD><C3><02><80>F<81>+g<D4>R<07>Z<D5>PGc<D4>ds<05>s<D5><C3><00>g<CD><80>#aEdM<ch<0A>~~~<CD><80>PO]h<14>n@<0D> <^POc`<D1><CD><81>:F MQAFKo?=@O<1F><C0><D7>?<D4>Ve<D5>Pts<80>Y]<80>1nMO<F<CD>BL<80><A5>] BEBOnMAJF~~~<CD><C9><1E>JYPT ?=KS<D4><17>n<0E><D5><0D><CD>_nBb RJ<`~~~<1F><C0><02><00>i<00><01><02>"p<9F><02>
0x09B201	007D	C3 00 0D CD C3 02 D4 52 07 5A D5 49 3D 06 C3 00 20 00 3F 44 4F 66 64 4D 3C 4D CD 80 CB 17 80 6D 67 81 18 62 50 80 1E 43 4F 42 4D CD 4E 4D 5D 81 37 6E 4D 63 D4 4B 70 3D D5 D1 3F 80 01 20 4B 71 6E 4E 80 1E 6E 4D CD 3B 3C 4C 61 67 20 80 EA 4E 40 47 63 D4 4B 70 3D D5 CD 0D 41 4F 3C 68 0A 6E 4A 61 CD 44 44 54 20 80 3C 46 4D 5E 61 4F 3C D4 4B 70 3D D5 1F C0 D7 59 0A 20 80 CB 80	<C3><00><0D><CD><C3><02><D4>R<07>Z<D5>I=<06><C3><00> <00>?DOfdM<M<CD><80><CB><17><80>mg<81><18>bP<80><1E>COBM<CD>NM]<81>7nMc<D4>Kp=<D5><D1>?<80><01> KqnN<80><1E>nM<CD>;<Lag <80><EA>N@Gc<D4>Kp=<D5><CD><0D>AO<h<0A>nJa<CD>DDT <80><FM^aO<<D4>Kp=<D5><1F><C0><D7>Y<0A> <80><CB><80>
0x09CCE7	0100	0D 20 D4 3C 04 73 63 D5 50 5D CD 80 9C 67 45 48 4D 5E 63 44 4E 00 0D 41 63 1F C0 D7 E0 14 3F 3F 20 81 3A 81 0A 40 7D CD 44 53 81 2B 53 20 40 61 42 62 80 46 82 09 54 CD 80 1D 50 20 60 42 54 4A 61 42 7D D1 44 53 80 2F 4F 61 14 20 59 5D 4F 42 CD 80 BB 5D 20 81 B3 80 2B 47 63 44 4E 0D 3B 65 3D CD 80 E6 60 62 20 81 28 67 5D 3D 47 09 1F C0 D7 E0 14 7E 7E 7E 54 4D CD 44 64 54 20 80 60 82 1D 80 7A 80 7B 4F 80 6D 81 22 67 CD 80 2D 6E 4D 3F 63 D1 4F 50 0F 44 64 54 80 46 53 80 36 80 9A 43 67 47 63 CD 40 61 42 62 80 46 82 09 4E 4F 0F CD C9 1E 0D 54 20 80 BB 53 82 17 80 D6 67 CD 47 63 44 4E 5D 0D 41 63 53 40 0F D1 81 3A 81 0A 60 7D 44 53 40 61 42 62 80 46 82 09 67 CD 80 5C 46 3B 4A 3E 4D 54 20 42 64 51 40 0F CD 20 3F 5E 47 3C 04 80 6C 0D 47 CD 20 3F 44 4E 66 62 46 59 47	<0D> <D4><<04>sc<D5>P]<CD><80><9C>gEHM^cDN<00><0D>Ac<1F><C0><D7><E0><14>?? <81>:<81><0A>@}<CD>DS<81>+S @aBb<80>F<82><09>T<CD><80><1D>P `BTJaB}<D1>DS<80>/Oa<14> Y]OB<CD><80><BB>] <81><B3><80>+GcDN<0D>;e=<CD><80><E6>`b <81>(g]=G<09><1F><C0><D7><E0><14>~~~TM<CD>DdT <80>`<82><1D><80>z<80>{O<80>m<81>"g<CD><80>-nM?c<D1>OP<0F>DdT<80>FS<80>6<80><9A>CgGc<CD>@aBb<80>F<82><09>NO<0F><CD><C9><1E><0D>T <80><BB>S<82><17><80><D6>g<CD>GcDN]<0D>AcS@<0F><D1><81>:<81><0A>`}DS@aBb<80>F<82><09>g<CD><80>\F;J>MT BdQ@<0F><CD> ?^G<<04><80>l<0D>G<CD> ?DNfbFYG
