# Generated for the current Korean preview from menus, game-screen prompts, and dialogue drafts.
# Uses script-unused slots in the verified 0x80xx/0x81xx/0x82xx 16x16 source font pages.
# character	codepoint	code bytes	file offset	2bpp tile bytes
원	U+C6D0	82 7A	0x61E80	FF FF FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF E0 FF FF FF FF FF 6F FF 2F FF 2F FF 6F FF EF FF 2F FF FD FF F9 FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF 8F FF EF FF FF FF 0F FF FF FF FF FF FF
웠	U+C6E0	82 7B	0x61EC0	FF FF FF FF FF F0 FF F3 FF F0 FF FF FF E0 FF FD FF FF FF FF FF 2F FF 2F FF 2F FF EF FF 2F FF EF FF FD FF FF FF FD FF F8 FF E7 FF FF FF FF FF FF FF 8F FF EF FF DF FF 8F FF 67 FF FF FF FF FF FF
위	U+C704	82 7C	0x61F00	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 6F FF 6F FF 6F FF EF FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
유	U+C720	82 7E	0x61F80	FF FF FF FF FF FC FF F9 FF FB FF F9 FF FC FF FF FF FF FF FF FF 1F FF CF FF EF FF CF FF 1F FF FF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 07 FF BF FF BF FF BF FF BF FF FF FF FF FF FF
으	U+C73C	82 7F	0x61FC0	FF FF FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF FF FF FF FF FF FF 1F FF CF FF EF FF EF FF CF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 1F FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
은	U+C740	82 81	0x62040	FF FF FF FF FF FC FF F9 FF FB FF F9 FF FC FF FF FF FF FF FF FF 3F FF 9F FF DF FF 9F FF 3F FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
을	U+C744	82 82	0x62080	FF FF FF FF FF F8 FF F9 FF F8 FF FF FF E0 FF FF FF FF FF FF FF 0F FF CF FF 0F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
음	U+C74C	82 83	0x620C0	FF FF FF FF FF FC FF F9 FF F9 FF FC FF FF FF E0 FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
응	U+C751	82 84	0x62100	FF FF FF FF FF FC FF F9 FF F9 FF FC FF FF FF E0 FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF 07 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
의	U+C758	82 85	0x62140	FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF F8 FF FF FF FF FF 6F FF 2F FF AF FF AF FF 2F FF 6F FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 2F FF EF FF EF FF FF FF FF FF FF
이	U+C774	82 86	0x62180	FF FF FF FF FF F0 FF E6 FF EF FF EF FF EF FF EF FF FF FF FF FF EF FF 6F FF 6F FF 6F FF 6F FF 6F FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
익	U+C775	82 87	0x621C0	FF FF FF FF FF F8 FF F2 FF F7 FF F7 FF F2 FF F8 FF FF FF FF FF EF FF 6F FF 6F FF 6F FF 6F FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
인	U+C778	82 88	0x62200	FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF F8 FF FF FF FF FF 6F FF 2F FF AF FF AF FF 2F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
일	U+C77C	82 89	0x62240	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 6F FF 6F FF 6F FF EF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
읽	U+C77D	82 8A	0x62280	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 6F FF 6F FF 6F FF EF FF FF FF F8 FF FE FF F8 FF FB FF F8 FF FF FF FF FF FF FF 8F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
잃	U+C783	80 BE	0x52F80	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 6F FF 2F FF AF FF 2F FF 6F FF DF FF F8 FF FE FF F8 FF FB FF F8 FF FF FF FF FF FF FF 87 FF FF FF 87 FF B7 FF 87 FF FF FF FF FF FF
임	U+C784	82 8B	0x622C0	FF FF FF FF FF F8 FF F2 FF F7 FF F7 FF F2 FF F8 FF FF FF FF FF EF FF 6F FF 6F FF 6F FF 6F FF EF FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
입	U+C785	82 8C	0x62300	FF FF FF FF FF F8 FF F2 FF F7 FF F7 FF F2 FF F8 FF FF FF FF FF EF FF 6F FF 6F FF 6F FF 6F FF EF FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
있	U+C788	82 8D	0x62340	FF FF FF FF FF F8 FF F2 FF F7 FF F7 FF F2 FF F8 FF FF FF FF FF EF FF 6F FF 6F FF 6F FF 6F FF EF FF FF FF FD FF FC FF F8 FF F3 FF FF FF FF FF FF FF FF FF DF FF DF FF 0F FF 27 FF FF FF FF FF FF
잊	U+C78A	80 BF	0x52FC0	FF FF FF FF FF F8 FF F2 FF F7 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF F8 FF FE FF FC FF F3 FF FF FF FF FF FF FF FF FF 1F FF 3F FF 1F FF CF FF FF FF FF FF FF
자	U+C790	82 8E	0x62380	FF FF FF FF FF E0 FF FD FF FD FF FD FF F8 FF FA FF FF FF FF FF 6F FF EF FF EF FF EF FF E3 FF EF FF F3 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
작	U+C791	82 8F	0x623C0	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF E6 FF EF FF FF FF FF FF 6F FF EF FF EF FF E7 FF 6F FF 6F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
잔	U+C794	82 90	0x62400	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF F6 FF E7 FF FF FF FF FF 6F FF EF FF EF FF E7 FF 6F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
잖	U+C796	82 91	0x62440	FF FF FF FF FF E0 FF FD FF F8 FF F2 FF E7 FF FF FF FF FF FF FF 6F FF EF FF E7 FF 6F FF 6F FF BF FF F6 FF F7 FF F7 FF F7 FF F1 FF FF FF FF FF FF FF 0F FF FF FF 0F FF 6F FF 0F FF FF FF FF FF FF
잘	U+C798	82 92	0x62480	FF FF FF FF FF E0 FF FD FF F8 FF F0 FF E7 FF FF FF FF FF FF FF 6F FF EF FF E7 FF 6F FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
잠	U+C7A0	82 93	0x624C0	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF E6 FF EF FF FF FF FF FF 6F FF EF FF EF FF E7 FF 6F FF 6F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
잤	U+C7A4	82 94	0x62500	FF FF FF FF FF F0 FF FD FF F9 FF F8 FF F6 FF EF FF FF FF FF FF 6F FF EF FF EF FF E7 FF EF FF 6F FF FF FF FD FF FD FF FA FF F7 FF FF FF FF FF FF FF FF FF DF FF DF FF 8F FF 37 FF FF FF FF FF FF
장	U+C7A5	82 95	0x62540	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF F6 FF E7 FF FF FF FF FF 6F FF EF FF EF FF E7 FF EF FF 6F FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF EF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
재	U+C7AC	82 96	0x62580	FF FF FF FF FF E0 FF FD FF FD FF FD FF F8 FF F8 FF FF FF FF FF 57 FF D7 FF D7 FF D7 FF C7 FF D7 FF F6 FF EF FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
저	U+C800	82 97	0x625C0	FF FF FF FF FF E0 FF FD FF FD FF FD FF F8 FF F8 FF FF FF FF FF 6F FF EF FF EF FF 0F FF EF FF EF FF F6 FF EF FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
적	U+C801	82 98	0x62600	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF F6 FF E7 FF FF FF FF FF 6F FF EF FF 0F FF EF FF 6F FF 6F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
전	U+C804	82 99	0x62640	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF E6 FF EF FF FF FF FF FF 6F FF EF FF 0F FF EF FF 6F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
젊	U+C80A	82 9A	0x62680	FF FF FF FF FF E0 FF FD FF F8 FF F0 FF E6 FF FF FF FF FF FF FF 6F FF EF FF 8F FF 6F FF 6F FF FF FF F0 FF FE FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 0F FF 6F FF 6F FF 6F FF 0F FF FF FF FF FF FF
점	U+C810	82 9B	0x626C0	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF E6 FF EF FF FF FF FF FF 6F FF EF FF 0F FF EF FF 6F FF 6F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
접	U+C811	82 9C	0x62700	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF E6 FF EF FF FF FF FF FF 6F FF EF FF 0F FF EF FF 6F FF 6F FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
젓	U+C813	82 9D	0x62740	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF F2 FF E7 FF FF FF FF FF 6F FF EF FF 0F FF EF FF 6F FF 2F FF FF FF FF FF FE FF FD FF F3 FF FF FF FF FF FF FF EF FF 7F FF 3F FF 9F FF C7 FF FF FF FF FF FF
정	U+C815	82 9E	0x62780	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF E6 FF EF FF FF FF FF FF 6F FF EF FF 0F FF EF FF 6F FF 6F FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
제	U+C81C	82 9F	0x627C0	FF FF FF FF FF E0 FF FB FF FB FF FA FF F1 FF F5 FF FF FF FF FF AF FF AF FF AF FF 2F FF AF FF AF FF F4 FF EE FF FF FF FF FF FF FF FF FF FF FF FF FF AF FF AF FF AF FF AF FF AF FF FF FF FF FF FF
져	U+C838	82 A0	0x62800	FF FF FF FF FF E0 FF FD FF FD FF FD FF F8 FF F8 FF FF FF FF FF 6F FF EF FF 8F FF EF FF EF FF 8F FF F6 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
조	U+C870	82 A1	0x62840	FF FF FF FF FF FF FF F0 FF FF FF FE FF F9 FF E7 FF FF FF FF FF FF FF 0F FF 7F FF 3F FF 9F FF C7 FF FF FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 7F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
족	U+C871	82 A2	0x62880	FF FF FF FF FF F0 FF FE FF F8 FF F1 FF FF FF E0 FF FF FF FF FF 0F FF 3F FF 1F FF 0F FF 7F FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
좋	U+C88B	82 A3	0x628C0	FF FF FF FF FF F0 FF FC FF F1 FF FF FF E0 FF FF FF FF FF FF FF 0F FF 3F FF 8F FF 7F FF 07 FF 7F FF F0 FF FF FF F8 FF F9 FF F8 FF FF FF FF FF FF FF 0F FF FF FF 1F FF 9F FF 1F FF FF FF FF FF FF
죄	U+C8C4	80 C2	0x53080	FF FF FF FF FF F0 FF FD FF F8 FF F2 FF E7 FF FD FF FF FF FF FF 2F FF EF FF EF FF 6F FF 2F FF EF FF FD FF FD FF E0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 2F FF EF FF EF FF FF FF FF FF FF
주	U+C8FC	82 A4	0x62900	FF FF FF FF FF F0 FF FF FF FE FF F9 FF E7 FF FF FF FF FF FF FF 0F FF 7F FF 3F FF 9F FF E7 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
죽	U+C8FD	80 C9	0x53240	FF FF FF FF FF F0 FF FE FF F8 FF F3 FF FF FF E0 FF FF FF FF FF 0F FF 3F FF 1F FF CF FF FF FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
준	U+C900	82 A5	0x62940	FF FF FF FF FF F0 FF FE FF FC FF F3 FF FF FF E0 FF FF FF FF FF 0F FF 7F FF 1F FF CF FF FF FF 07 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 7F FF 7F FF FF FF 0F FF FF FF FF FF FF
줄	U+C904	82 A6	0x62980	FF FF FF FF FF F0 FF FE FF F1 FF FF FF E0 FF FF FF FF FF FF FF 0F FF 3F FF 8F FF FF FF 07 FF 7F FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
중	U+C911	82 A7	0x629C0	FF FF FF FF FF F0 FF FE FF F9 FF F3 FF FF FF E0 FF FF FF FF FF 0F FF 3F FF 9F FF CF FF FF FF 07 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF 7F FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
줘	U+C918	82 A8	0x62A00	FF FF FF FF FF F0 FF FD FF F8 FF F2 FF E7 FF FF FF FF FF FF FF 6F FF EF FF EF FF 6F FF 2F FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF 0F FF EF FF EF FF FF FF FF FF FF
쥐	U+C950	82 A9	0x62A40	FF FF FF FF FF F0 FF FD FF F8 FF FB FF F3 FF FF FF FF FF FF FF 6F FF EF FF EF FF 6F FF AF FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
즈	U+C988	80 CA	0x53280	FF FF FF FF FF FF FF F0 FF FF FF FE FF FD FF FB FF FF FF FF FF FF FF 0F FF 7F FF 3F FF BF FF CF FF E7 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF E7 FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
즘	U+C998	82 AA	0x62A80	FF FF FF FF FF F0 FF FE FF F8 FF F3 FF FF FF E0 FF FF FF FF FF 0F FF 3F FF 9F FF CF FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
지	U+C9C0	82 AB	0x62AC0	FF FF FF FF FF E0 FF FD FF FD FF FD FF F8 FF F8 FF FF FF FF FF 6F FF EF FF EF FF EF FF EF FF EF FF F2 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF AF FF EF FF EF FF EF FF FF FF FF FF FF
직	U+C9C1	82 AC	0x62B00	FF FF FF FF FF E0 FF FD FF FD FF F8 FF F2 FF E7 FF FF FF FF FF 6F FF EF FF EF FF EF FF 6F FF 2F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
진	U+C9C4	82 AD	0x62B40	FF FF FF FF FF E0 FF FD FF F8 FF F8 FF E2 FF E7 FF FF FF FF FF 6F FF EF FF EF FF EF FF 2F FF 2F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
짐	U+C9D0	82 AE	0x62B80	FF FF FF FF FF E0 FF FD FF F9 FF F8 FF F2 FF E7 FF FF FF FF FF 6F FF EF FF EF FF EF FF 6F FF 2F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
집	U+C9D1	82 AF	0x62BC0	FF FF FF FF FF E0 FF FD FF F8 FF F0 FF E7 FF FF FF FF FF FF FF 6F FF EF FF EF FF 6F FF 2F FF FF FF FB FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
짝	U+C9DD	82 B0	0x62C00	FF FF FF FF FF E0 FF FA FF F8 FF F0 FF F4 FF ED FF FF FF FF FF 2F FF EF FF EF FF 67 FF 6F FF AF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
쪽	U+CABD	82 B1	0x62C40	FF FF FF FF FF F0 FF FD FF F8 FF F6 FF FF FF E0 FF FF FF FF FF 0F FF BF FF 1F FF 6F FF 7F FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
쫓	U+CAD3	82 B2	0x62C80	FF FF FF FF FF F0 FF F8 FF F2 FF FF FF E0 FF FF FF FF FF FF FF 0F FF 9F FF 4F FF 7F FF 07 FF FF FF FF FF F0 FF FC FF F8 FF F1 FF FF FF FF FF FF FF 7F FF 0F FF 7F FF 1F FF CF FF FF FF FF FF FF
찍	U+CC0D	80 CB	0x532C0	FF FF FF FF FF E0 FF FB FF F0 FF F0 FF EC FF FD FF FF FF FF FF 2F FF 6F FF 6F FF 2F FF AF FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
차	U+CC28	82 B3	0x62CC0	FF FF FF FF FF FD FF E0 FF FD FF FD FF F8 FF F8 FF FF FF FF FF DF FF 5F FF DF FF DF FF C7 FF DF FF E2 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 1F FF 1F FF DF FF DF FF DF FF FF FF FF FF FF
찬	U+CC2C	80 CE	0x53380	FF FF FF FF FF FD FF E0 FF FD FF FD FF F8 FF F6 FF FF FF FF FF EF FF 6F FF EF FF EF FF E7 FF 6F FF EF FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 6F FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
찮	U+CC2E	82 B4	0x62D00	FF FF FF FF FF FD FF E0 FF FD FF F0 FF E6 FF FF FF FF FF FF FF EF FF 6F FF E7 FF EF FF 6F FF BF FF F6 FF F7 FF F7 FF F7 FF F1 FF FF FF FF FF FF FF 0F FF FF FF 0F FF 6F FF 0F FF FF FF FF FF FF
찰	U+CC30	82 B5	0x62D40	FF FF FF FF FF FD FF E0 FF FD FF F0 FF E6 FF FF FF FF FF FF FF EF FF 6F FF E7 FF EF FF 6F FF EF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
참	U+CC38	82 B6	0x62D80	FF FF FF FF FF FD FF E0 FF FD FF F8 FF F0 FF E6 FF FF FF FF FF EF FF 6F FF EF FF E7 FF 6F FF 6F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
찼	U+CC3C	82 B7	0x62DC0	FF FF FF FF FF FD FF F0 FF FD FF F8 FF F0 FF E6 FF FF FF FF FF EF FF 6F FF EF FF E7 FF 6F FF 6F FF FF FF FD FF F8 FF F0 FF F7 FF FF FF FF FF FF FF FF FF DF FF 8F FF 0F FF 27 FF FF FF FF FF FF
찾	U+CC3E	82 B8	0x62E00	FF FF FF FF FF FD FF F0 FF FD FF F8 FF F0 FF E6 FF FF FF FF FF EF FF 6F FF EF FF E7 FF 6F FF 6F FF FF FF F0 FF FC FF F8 FF F3 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 1F FF CF FF FF FF FF FF FF
책	U+CC45	82 B9	0x62E40	FF FF FF FF FF FB FF E0 FF FB FF F1 FF E0 FF EE FF FF FF FF FF AF FF AF FF AF FF 8F FF AF FF AF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
처	U+CC98	82 BA	0x62E80	FF FF FF FF FF FD FF E0 FF FD FF FD FF F8 FF F8 FF FF FF FF FF EF FF 6F FF EF FF EF FF 8F FF EF FF E2 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 2F FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
청	U+CCAD	80 2D	0x50B40	FF FF FF FF FF FD FF E0 FF FD FF F8 FF F0 FF E6 FF FF FF FF FF EF FF 6F FF EF FF 8F FF 6F FF 6F FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
체	U+CCB4	80 D0	0x53400	FF FF FF FF FF FD FF E0 FF FD FF FD FF FD FF F8 FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF 17 FF D7 FF F0 FF E6 FF E7 FF FF FF FF FF FF FF FF FF FF FF D7 FF 57 FF 57 FF D7 FF D7 FF FF FF FF FF FF
쳇	U+CCC7	80 D5	0x53540	FF FF FF FF FF FB FF E0 FF FB FF F1 FF E1 FF EE FF FF FF FF FF AF FF AF FF AF FF 2F FF AF FF AF FF FF FF FF FF FE FF F9 FF F3 FF FF FF FF FF FF FF AF FF 7F FF 3F FF 8F FF C7 FF FF FF FF FF FF
쳤	U+CCE4	82 BB	0x62EC0	FF FF FF FF FF FD FF F0 FF FD FF F8 FF F0 FF E7 FF FF FF FF FF EF FF 6F FF 8F FF EF FF 0F FF 2F FF FF FF FD FF F8 FF F0 FF F7 FF FF FF FF FF FF FF FF FF DF FF 8F FF 07 FF 27 FF FF FF FF FF FF
초	U+CD08	80 D8	0x53600	FF FF FF FF FF FF FF FF FF F0 FF FF FF FE FF F1 FF FF FF FF FF FF FF 7F FF 0F FF 7F FF 3F FF 8F FF E7 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF E7 FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
촌	U+CD0C	82 BC	0x62F00	FF FF FF FF FF FF FF F0 FF FE FF FC FF F3 FF FF FF FF FF FF FF 7F FF 0F FF 3F FF 1F FF 4F FF 7F FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
추	U+CD94	80 D9	0x53640	FF FF FF FF FF FF FF F0 FF FE FF F8 FF E3 FF FF FF FF FF FF FF 7F FF 0F FF 3F FF 0F FF C7 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
축	U+CD95	80 DB	0x536C0	FF FF FF FF FF FF FF F0 FF FC FF F1 FF FF FF E0 FF FF FF FF FF 7F FF 0F FF 3F FF 8F FF FF FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
춘	U+CD98	80 E2	0x53880	FF FF FF FF FF FF FF F0 FF FE FF FC FF F3 FF FF FF FF FF FF FF 7F FF 0F FF 3F FF 1F FF CF FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF 7F FF 7F FF FF FF 0F FF FF FF FF FF FF
출	U+CD9C	82 BE	0x62F80	FF FF FF FF FF FF FF F0 FF FE FF F1 FF FF FF E0 FF FF FF FF FF 7F FF 0F FF 3F FF 8F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF 7F FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF
춤	U+CDA4	80 E3	0x538C0	FF FF FF FF FF FF FF F0 FF FC FF F1 FF FF FF E0 FF FF FF FF FF 7F FF 0F FF 3F FF 8F FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
충	U+CDA9	82 BF	0x62FC0	FF FF FF FF FF FF FF F0 FF FC FF F1 FF FF FF E0 FF FF FF FF FF 7F FF 0F FF 3F FF 8F FF FF FF 07 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF 7F FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
취	U+CDE8	82 C0	0x63000	FF FF FF FF FF FD FF F0 FF F9 FF F0 FF E7 FF FF FF FF FF FF FF EF FF 2F FF EF FF 6F FF 2F FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
치	U+CE58	82 C1	0x63040	FF FF FF FF FF FD FF E0 FF FD FF FD FF F8 FF FA FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF EF FF E2 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 2F FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
친	U+CE5C	82 C2	0x63080	FF FF FF FF FF FD FF E0 FF FD FF FD FF F8 FF F2 FF FF FF FF FF EF FF 6F FF EF FF EF FF EF FF 6F FF E7 FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF 2F FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
칠	U+CE60	82 C3	0x630C0	FF FF FF FF FF FD FF E0 FF FD FF F0 FF E3 FF FF FF FF FF FF FF EF FF 6F FF EF FF 6F FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
침	U+CE68	82 C4	0x63100	FF FF FF FF FF FD FF E0 FF FD FF F8 FF F2 FF E7 FF FF FF FF FF EF FF 6F FF EF FF EF FF 6F FF 2F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
